school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A160194300261001,Sandwich CUSD 430,Sandwich Middle School,469,99.79%,98-99.9%,98.72%,98-99.9%
A160194300262003,Sandwich CUSD 430,Lynn G Haskin Elementary School,269,100.00%,100%,98.88%,98-99.9%
A160194300262004,Sandwich CUSD 430,W W Woodbury Elem School,184,100.00%,100%,97.28%,90-97.9%
A160194300262006,Sandwich CUSD 430,Prairie View Elem School,192,100.00%,100%,97.40%,90-97.9%
A160194300262007,Sandwich CUSD 430,Herman E Dummer,260,100.00%,100%,99.23%,98-99.9%
A160194320260003,Somonauk CUSD 432,Somonauk High School,302,89.40%,<90%,97.68%,90-97.9%
A160194320261001,Somonauk CUSD 432,Somonauk Middle School,254,97.24%,90-97.9%,98.03%,98-99.9%
A160194320262001,Somonauk CUSD 432,James R Wood Elem School,289,97.92%,90-97.9%,94.81%,90-97.9%
A170200150260001,Clinton CUSD 15,Clinton High School,588,99.49%,98-99.9%,99.49%,98-99.9%
A170200150261002,Clinton CUSD 15,Clinton Jr High School,388,99.23%,98-99.9%,99.23%,98-99.9%
A170200150262003,Clinton CUSD 15,Douglas Elem School,169,98.82%,98-99.9%,95.86%,90-97.9%
A170200150262004,Clinton CUSD 15,Clinton Elem School,518,99.42%,98-99.9%,98.07%,98-99.9%
A170200150262005,Clinton CUSD 15,Lincoln Elem School,200,99.50%,98-99.9%,99.00%,98-99.9%
A170200180260001,Blue Ridge CUSD 18,Blue Ridge High School,233,99.57%,98-99.9%,100.00%,100%
A170200180262003,Blue Ridge CUSD 18,Ruth M Schneider Elem School,243,100.00%,100%,97.12%,90-97.9%
A170200180262005,Blue Ridge CUSD 18,Blue Ridge Intermediate-Jr HS,264,90.53%,90-97.9%,99.62%,98-99.9%
A17053002X100000,DeWitt/Livingstn/Logan/McLean ROE,St Mary School,154,100.00%,100%,100.00%,100%
A17053003X100000,DeWitt/Livingstn/Logan/McLean ROE,St Paul School,52,100.00%,100%,100.00%,100%
A170530050260001,Woodland CUSD 5,Woodland High School,156,91.03%,90-97.9%,99.36%,98-99.9%
A170530050262001,Woodland CUSD 5,Woodland Elementary/Jr High Sch,366,98.09%,98-99.9%,97.81%,90-97.9%
A17053006J260001,Tri Point CUSD 6-J,Tri-Point High School,99,100.00%,100%,100.00%,100%
A17053006J262005,Tri Point CUSD 6-J,Tri Point Elementary School,124,99.19%,98-99.9%,99.19%,98-99.9%
A17053006J262006,Tri Point CUSD 6-J,Tri-Point Jr High/Elementary,155,100.00%,100%,99.35%,98-99.9%
A170530080260001,Prairie Central CUSD 8,Prairie Central High School,583,98.80%,98-99.9%,99.66%,98-99.9%
A170530080261001,Prairie Central CUSD 8,Prairie Central Jr High School,261,100.00%,100%,98.47%,98-99.9%
A170530080262001,Prairie Central CUSD 8,Prairie Central Primary West,244,99.18%,98-99.9%,98.36%,98-99.9%
A170530080262005,Prairie Central CUSD 8,Prairie Central  Elem School,385,99.74%,98-99.9%,98.96%,98-99.9%
A170530080262006,Prairie Central CUSD 8,Prairie Central Primary East,151,98.68%,98-99.9%,98.68%,98-99.9%
A170530080262007,Prairie Central CUSD 8,Prairie Central Upper Elementary,288,99.65%,98-99.9%,97.92%,90-97.9%
A17053028Y140000,DeWitt/Livingstn/Logan/McLean ROE,Salem Ranch Jr & Sr High Sch,11,100.00%,100%,100.00%,100%
A17053029X010000,DeWitt/Livingstn/Logan/McLean ROE,Grace Christian School,19,94.74%,90-97.9%,73.68%,<90%
A170530740270001,Flanagan-Cornell Dist 74,Flanagan-Cornell High School,150,96.00%,90-97.9%,100.00%,100%
A170530740272001,Flanagan-Cornell Dist 74,Flanagan Elem School,222,99.55%,98-99.9%,96.85%,90-97.9%
A170530900170001,Pontiac Twp HSD 90,Pontiac High School,669,100.00%,100%,99.70%,98-99.9%
A170532300170001,Dwight Twp HSD 230,Dwight High School,252,99.21%,98-99.9%,99.21%,98-99.9%
A170532320022001,Dwight Common SD 232,Dwight Common School,552,98.73%,98-99.9%,97.83%,90-97.9%
A170534250042001,Rooks Creek CCSD 425,Graymont Elem School,47,100.00%,100%,95.74%,90-97.9%
A170534290041001,Pontiac CCSD 429,Pontiac Jr High School,371,98.38%,98-99.9%,99.73%,98-99.9%
A170534290042002,Pontiac CCSD 429,Central Elem School,369,98.92%,98-99.9%,96.75%,90-97.9%
A170534290042004,Pontiac CCSD 429,Lincoln Elementary School,232,100.00%,100%,99.57%,98-99.9%
A170534290042005,Pontiac CCSD 429,Washington Elem School,270,99.63%,98-99.9%,100.00%,100%
A170534350042001,Odell CCSD 435,Odell Grade School,156,99.36%,98-99.9%,99.36%,98-99.9%
A17054001X100000,DeWitt/Livingstn/Logan/McLean ROE,Carroll Catholic School,142,98.59%,98-99.9%,99.30%,98-99.9%
A17054002X060000,DeWitt/Livingstn/Logan/McLean ROE,Zion Lutheran School,88,100.00%,100%,96.59%,90-97.9%
A17054010X060000,DeWitt/Livingstn/Logan/McLean ROE,Zion Lutheran School,89,100.00%,100%,97.75%,90-97.9%
A170540210260001,Hartsburg Emden CUSD 21,Hartsburg-Emden Jr-Sr High School,123,95.93%,90-97.9%,93.50%,90-97.9%
A170540210262004,Hartsburg Emden CUSD 21,Emden Elementary School,79,97.47%,90-97.9%,97.47%,90-97.9%
A170540230260001,Mt Pulaski CUSD 23,Mount Pulaski High School,164,99.39%,98-99.9%,99.39%,98-99.9%
A170540230262002,Mt Pulaski CUSD 23,Mount Pulaski Elem School,359,98.89%,98-99.9%,98.61%,98-99.9%
A170540270021001,Lincoln ESD 27,Lincoln Jr High School,362,99.72%,98-99.9%,99.72%,98-99.9%
A170540270022003,Lincoln ESD 27,Adams Elem School,93,98.92%,98-99.9%,97.85%,90-97.9%
A170540270022004,Lincoln ESD 27,Central Elem School,190,98.95%,98-99.9%,96.84%,90-97.9%
A170540270022006,Lincoln ESD 27,Northwest Elem School,268,99.63%,98-99.9%,98.13%,98-99.9%
A170540270022007,Lincoln ESD 27,Washington-Monroe Elem School,219,98.63%,98-99.9%,96.35%,90-97.9%
A170540610042001,Chester-East Lincoln CCSD 61,Chester-East Lincoln Elem School,290,100.00%,100%,100.00%,100%
A170540880022005,New Holland-Middletown ED 88,New Holland-Middletown Elem Sch,99,100.00%,100%,100.00%,100%
A170540920042001,West Lincoln-Broadwell ESD 92,West Lincoln-Broadwell Elem Sch,200,100.00%,100%,97.50%,90-97.9%
A170544040160001,Lincoln CHSD 404,Lincoln Comm High School,819,98.78%,98-99.9%,99.63%,98-99.9%
A17064001X100000,DeWitt/Livingstn/Logan/McLean ROE,Epiphany School,370,100.00%,100%,99.73%,98-99.9%
A170640020260003,LeRoy CUSD 2,LeRoy High School,247,97.98%,90-97.9%,100.00%,100%
A170640020261002,LeRoy CUSD 2,LeRoy Junior High School,104,100.00%,100%,100.00%,100%
A170640020262001,LeRoy CUSD 2,LeRoy Elementary School,474,99.16%,98-99.9%,99.79%,98-99.9%
A17064002X100000,DeWitt/Livingstn/Logan/McLean ROE,Corpus Christi Catholic School,485,100.00%,100%,99.59%,98-99.9%
A170640030260002,Tri Valley CUSD 3,Tri-Valley High School,349,100.00%,100%,98.28%,98-99.9%
A170640030261001,Tri Valley CUSD 3,Tri-Valley Middle School,364,100.00%,100%,97.53%,90-97.9%
A170640030262001,Tri Valley CUSD 3,Tri-Valley Elem School,405,99.26%,98-99.9%,96.79%,90-97.9%
A17064003Y100000,DeWitt/Livingstn/Logan/McLean ROE,Central Catholic High School,329,100.00%,100%,99.70%,98-99.9%
A170640040260001,Heyworth CUSD 4,Heyworth Jr-Sr High School,404,100.00%,100%,99.26%,98-99.9%
A170640040262002,Heyworth CUSD 4,Heyworth Elem School,549,99.64%,98-99.9%,97.63%,90-97.9%
A17064004X060000,DeWitt/Livingstn/Logan/McLean ROE,Trinity Lutheran,348,100.00%,100%,95.98%,90-97.9%
A170640050260001,McLean County USD 5,Normal Community High School,2170,99.22%,98-99.9%,99.22%,98-99.9%
A170640050260002,McLean County USD 5,Normal Community West High School,1703,98.71%,98-99.9%,99.18%,98-99.9%
A170640050260003,McLean County USD 5,Eugene Field School,52,100.00%,100%,98.08%,98-99.9%
A17064005026001C,McLean County USD 5,YBMC Charter Sch,52,100.00%,100%,100.00%,100%
A170640050261002,McLean County USD 5,Chiddix Jr High School,705,98.44%,98-99.9%,99.57%,98-99.9%
A170640050261003,McLean County USD 5,Parkside Jr High School,716,100.00%,100%,99.58%,98-99.9%
A170640050261004,McLean County USD 5,Kingsley Jr High School,839,99.17%,98-99.9%,99.40%,98-99.9%
A170640050261005,McLean County USD 5,Evans Junior High School,826,99.03%,98-99.9%,99.64%,98-99.9%
A170640050262002,McLean County USD 5,Sugar Creek Elem School,487,99.38%,98-99.9%,99.38%,98-99.9%
A170640050262003,McLean County USD 5,Cedar Ridge Elem School,517,100.00%,100%,99.03%,98-99.9%
A170640050262004,McLean County USD 5,Carlock Elem School,112,100.00%,100%,100.00%,100%
A170640050262005,McLean County USD 5,Fairview Elem School,260,100.00%,100%,98.08%,98-99.9%
A170640050262007,McLean County USD 5,Glenn Elem School,274,99.27%,98-99.9%,97.81%,90-97.9%
A170640050262008,McLean County USD 5,Colene Hoose Elem School,497,99.80%,98-99.9%,95.77%,90-97.9%
A170640050262009,McLean County USD 5,Hudson Elem School,275,100.00%,100%,98.91%,98-99.9%
A170640050262010,McLean County USD 5,Oakdale Elem School,418,99.04%,98-99.9%,99.28%,98-99.9%
A170640050262012,McLean County USD 5,Northpoint Elementary School,529,100.00%,100%,99.62%,98-99.9%
A170640050262013,McLean County USD 5,Parkside Elementary School,309,100.00%,100%,99.03%,98-99.9%
A170640050262014,McLean County USD 5,Towanda Elem School,187,100.00%,100%,96.79%,90-97.9%
A170640050262015,McLean County USD 5,Pepper Ridge Elementary School,324,99.38%,98-99.9%,98.77%,98-99.9%
A170640050262016,McLean County USD 5,Prairieland Elementary School,494,100.00%,100%,99.80%,98-99.9%
A170640050262017,McLean County USD 5,Fox Creek Elementary School,304,100.00%,100%,99.67%,98-99.9%
A170640050262018,McLean County USD 5,Grove Elementary School,614,99.84%,98-99.9%,99.19%,98-99.9%
A170640050262019,McLean County USD 5,Benjamin Elem School,570,100.00%,100%,97.02%,90-97.9%
A170640050263001,McLean County USD 5,Brigham Elementary,142,99.30%,98-99.9%,97.89%,90-97.9%
A17064006X100000,DeWitt/Livingstn/Logan/McLean ROE,St Mary School,142,92.25%,90-97.9%,92.96%,90-97.9%
A170640070260002,Lexington CUSD 7,Lexington High School,140,99.29%,98-99.9%,99.29%,98-99.9%
A170640070261001,Lexington CUSD 7,Lexington Jr High School,110,100.00%,100%,100.00%,100%
A170640070262001,Lexington CUSD 7,Lexington Elem School,259,100.00%,100%,99.23%,98-99.9%
A17064008Y010000,DeWitt/Livingstn/Logan/McLean ROE,Youthbuild Academy,10,100.00%,100%,100.00%,100%
A17064009X140000,DeWitt/Livingstn/Logan/McLean ROE,Christian Life Academy,87,86.21%,<90%,78.16%,<90%
A17064011Z020000,DeWitt/Livingstn/Logan/McLean ROE,Calvary Baptist Academy,265,100.00%,100%,95.47%,90-97.9%
A17064012X010000,DeWitt/Livingstn/Logan/McLean ROE,Mulberry School,53,100.00%,100%,94.34%,90-97.9%
A170640160260009,Olympia CUSD 16,Olympia High School,553,100.00%,100%,97.65%,90-97.9%
A170640160261001,Olympia CUSD 16,Olympia Middle School,398,99.75%,98-99.9%,100.00%,100%
A170640160262002,Olympia CUSD 16,Olympia South Elem Sch,344,100.00%,100%,96.80%,90-97.9%
A170640160262003,Olympia CUSD 16,Olympia North Elem Sch,295,98.98%,98-99.9%,95.59%,90-97.9%
A170640160262006,Olympia CUSD 16,Olympia West Elem Sch,267,100.00%,100%,98.88%,98-99.9%
A170640190260001,Ridgeview CUSD 19,Ridgeview High School,171,97.66%,90-97.9%,100.00%,100%
A170640190261001,Ridgeview CUSD 19,Ridgeview Jr High School,131,99.24%,98-99.9%,99.24%,98-99.9%
A170640190262002,Ridgeview CUSD 19,Ridgeview Elementary School,292,98.97%,98-99.9%,97.60%,90-97.9%
A17064027X260000,DeWitt/Livingstn/Logan/McLean ROE,Cornerstone Christian Academy,410,100.00%,100%,92.68%,90-97.9%
A170640870250001,Bloomington SD 87,Bloomington High School,1421,98.10%,98-99.9%,98.73%,98-99.9%
A170640870251002,Bloomington SD 87,Bloomington Jr High School,1232,98.54%,98-99.9%,99.19%,98-99.9%
A170640870252003,Bloomington SD 87,Bent Elem School,326,100.00%,100%,98.47%,98-99.9%
A170640870252006,Bloomington SD 87,Irving Elementary School,370,100.00%,100%,99.19%,98-99.9%
A170640870252009,Bloomington SD 87,Oakland Elementary School,485,100.00%,100%,98.97%,98-99.9%
A170640870252011,Bloomington SD 87,Sheridan Elem School,360,89.44%,<90%,93.61%,90-97.9%
A170640870252012,Bloomington SD 87,Stevenson Elem School,363,99.72%,98-99.9%,99.45%,98-99.9%
A170640870252013,Bloomington SD 87,Washington Elem School,385,100.00%,100%,98.70%,98-99.9%
A170640870253001,Bloomington SD 87,Sarah A Raymond Sch of Early Educ,213,99.06%,98-99.9%,98.59%,98-99.9%
A19022001X060000,DuPage ROE,Bethany Lutheran School,229,93.45%,90-97.9%,88.21%,<90%
A190220020021001,Bensenville SD 2,Blackhawk Middle School,704,96.88%,90-97.9%,99.43%,98-99.9%
A190220020022005,Bensenville SD 2,W A Johnson Sch,678,98.97%,98-99.9%,97.49%,90-97.9%
A190220020022006,Bensenville SD 2,Tioga Elementary School,869,99.42%,98-99.9%,98.85%,98-99.9%
A19022003X100000,DuPage ROE,Holy Trinity,161,100.00%,100%,95.65%,90-97.9%
A190220040021009,Addison SD 4,Indian Trail Jr High School,1360,99.78%,98-99.9%,99.85%,98-99.9%
A190220040022002,Addison SD 4,Army Trail Elem School,389,100.00%,100%,98.97%,98-99.9%
A190220040022003,Addison SD 4,Fullerton Elem School,562,100.00%,100%,99.47%,98-99.9%
A190220040022004,Addison SD 4,Lake Park Elem School,278,100.00%,100%,98.56%,98-99.9%
A190220040022005,Addison SD 4,Lincoln Elem School,360,100.00%,100%,98.61%,98-99.9%
A190220040022008,Addison SD 4,Wesley Elem School,233,100.00%,100%,99.14%,98-99.9%
A190220040022010,Addison SD 4,Stone Elem School,446,100.00%,100%,98.65%,98-99.9%
A190220040022011,Addison SD 4,Ardmore Elem School,268,100.00%,100%,99.25%,98-99.9%
A190220040023002,Addison SD 4,Addison Early Learning Center,155,100.00%,100%,98.71%,98-99.9%
A19022004X060000,DuPage ROE,Immanuel Lutheran School,241,97.51%,90-97.9%,97.10%,90-97.9%
A19022006X060000,DuPage ROE,Lutheran School of St Luke,106,100.00%,100%,93.40%,90-97.9%
A190220070021004,Wood Dale SD 7,Wood Dale Jr High School,329,100.00%,100%,99.70%,98-99.9%
A190220070022002,Wood Dale SD 7,Oakbrook Elem School,312,99.04%,98-99.9%,94.87%,90-97.9%
A190220070022003,Wood Dale SD 7,Westview Elem School,335,100.00%,100%,100.00%,100%
A190220070023001,Wood Dale SD 7,Early Childhood Education Center,116,98.28%,98-99.9%,94.83%,90-97.9%
A19022008X100000,DuPage ROE,Notre Dame School,189,100.00%,100%,100.00%,100%
A190220100021001,Itasca SD 10,F E Peacock Middle School,349,98.85%,98-99.9%,99.71%,98-99.9%
A190220100022002,Itasca SD 10,Elmer H Franzen Intermediate Sch,345,100.00%,100%,97.97%,90-97.9%
A190220100022003,Itasca SD 10,Raymond Benson Primary School,333,100.00%,100%,98.20%,98-99.9%
A190220110021003,Medinah SD 11,Medinah Middle School,199,98.99%,98-99.9%,98.99%,98-99.9%
A190220110022001,Medinah SD 11,Medinah Intermediate School,216,98.61%,98-99.9%,97.22%,90-97.9%
A190220110022002,Medinah SD 11,Medinah Primary School,256,100.00%,100%,98.05%,98-99.9%
A190220120021005,Roselle SD 12,Roselle Middle School,207,100.00%,100%,99.52%,98-99.9%
A190220120022004,Roselle SD 12,Spring Hills Elem School,423,99.76%,98-99.9%,98.35%,98-99.9%
A19022012X100000,DuPage ROE,Holy Family Catholic School,136,100.00%,100%,89.71%,<90%
A190220130021001,Bloomingdale SD 13,Westfield Middle School,505,100.00%,100%,98.61%,98-99.9%
A190220130022002,Bloomingdale SD 13,Dujardin Elementary School,396,100.00%,100%,97.98%,90-97.9%
A190220130022004,Bloomingdale SD 13,Erickson Elementary School,489,100.00%,100%,97.55%,90-97.9%
A19022013Y100000,DuPage ROE,St Francis High School,728,100.00%,100%,98.63%,98-99.9%
A19022014X010000,DuPage ROE,Avery Coonley School,353,100.00%,100%,97.45%,90-97.9%
A190220150021004,Marquardt SD 15,Marquardt Middle School,821,99.15%,98-99.9%,99.51%,98-99.9%
A190220150022001,Marquardt SD 15,G Stanley Hall Elem School,372,99.46%,98-99.9%,99.19%,98-99.9%
A190220150022003,Marquardt SD 15,Reskin Elem School,442,98.64%,98-99.9%,98.64%,98-99.9%
A190220150022004,Marquardt SD 15,Winnebago Elem School,462,98.70%,98-99.9%,97.84%,90-97.9%
A190220150022006,Marquardt SD 15,Black Hawk Elem School,502,97.81%,90-97.9%,97.21%,90-97.9%
A19022015X060000,DuPage ROE,Trinity Lutheran School,195,93.33%,90-97.9%,93.85%,90-97.9%
A190220160021004,Queen Bee SD 16,Glenside Middle School,602,99.50%,98-99.9%,99.50%,98-99.9%
A190220160022001,Queen Bee SD 16,Americana Intermediate School,388,100.00%,100%,99.48%,98-99.9%
A190220160022005,Queen Bee SD 16,Glen Hill Primary,395,99.75%,98-99.9%,97.97%,90-97.9%
A190220160022006,Queen Bee SD 16,Pheasant Ridge Primary School,417,100.00%,100%,99.28%,98-99.9%
A19022016Y100000,DuPage ROE,I C Catholic Prep,321,100.00%,100%,100.00%,100%
A19022017X100000,DuPage ROE,St Irene School,153,100.00%,100%,98.69%,98-99.9%
A19022019X100000,DuPage ROE,St John The Baptist,140,100.00%,100%,93.57%,90-97.9%
A190220200021001,Keeneyville SD 20,Spring Wood Middle School,539,97.22%,90-97.9%,99.63%,98-99.9%
A190220200022002,Keeneyville SD 20,Waterbury Elem School,479,100.00%,100%,98.75%,98-99.9%
A190220200022003,Keeneyville SD 20,Greenbrook Elem School,568,98.94%,98-99.9%,98.59%,98-99.9%
A19022020X060000,DuPage ROE,St Johns Lutheran,239,99.58%,98-99.9%,94.56%,90-97.9%
A19022023X100000,DuPage ROE,St Joseph School,434,100.00%,100%,98.85%,98-99.9%
A19022024X100000,DuPage ROE,St Joan of Arc,368,100.00%,100%,96.74%,90-97.9%
A190220250021001,Benjamin SD 25,Benjamin Middle School,276,99.64%,98-99.9%,97.10%,90-97.9%
A190220250022002,Benjamin SD 25,Evergreen Elementary School,341,100.00%,100%,95.31%,90-97.9%
A19022025X160000,DuPage ROE,Seton Little Peoples Montessori,168,97.62%,90-97.9%,94.05%,90-97.9%
A19022027X100000,DuPage ROE,Our Lady of Peace,288,100.00%,100%,98.26%,98-99.9%
A19022028X100000,DuPage ROE,St Mary of Gostyn School,429,91.61%,90-97.9%,100.00%,100%
A19022030X100000,DuPage ROE,St Matthew School,276,100.00%,100%,100.00%,100%
A19022031X100000,DuPage ROE,St Michael,567,100.00%,100%,98.77%,98-99.9%
A190220330021006,West Chicago ESD 33,Leman Middle School,1356,94.99%,90-97.9%,94.25%,90-97.9%
A190220330022002,West Chicago ESD 33,Indian Knoll Elem School,404,99.01%,98-99.9%,98.02%,98-99.9%
A190220330022004,West Chicago ESD 33,Pioneer Elem School,404,99.01%,98-99.9%,98.51%,98-99.9%
A190220330022005,West Chicago ESD 33,Turner Elem School,388,100.00%,100%,99.48%,98-99.9%
A190220330022006,West Chicago ESD 33,Currier Elementary School,464,100.00%,100%,99.78%,98-99.9%
A190220330022007,West Chicago ESD 33,Wegner Elementary School,421,99.52%,98-99.9%,99.05%,98-99.9%
A190220330023001,West Chicago ESD 33,Early Learning Center,138,99.28%,98-99.9%,98.55%,98-99.9%
A190220330023003,West Chicago ESD 33,Trinity School,118,100.00%,100%,100.00%,100%
A190220330023004,West Chicago ESD 33,ELC Winfield Primary Annex,149,99.33%,98-99.9%,98.66%,98-99.9%
A190220340022001,Winfield SD 34,Winfield Primary School,122,100.00%,100%,90.98%,90-97.9%
A190220340022002,Winfield SD 34,Winfield Central School,181,100.00%,100%,95.03%,90-97.9%
A19022034X100000,DuPage ROE,SS Peter and Paul School,437,100.00%,100%,97.03%,90-97.9%
A19022035X100000,DuPage ROE,St Petronille,494,100.00%,100%,98.38%,98-99.9%
A19022036X100000,DuPage ROE,St Philip the Apostle School,76,100.00%,100%,100.00%,100%
A19022037X100000,DuPage ROE,St Pius X,447,100.00%,100%,98.88%,98-99.9%
A19022038Y100000,DuPage ROE,Benet Academy,1316,100.00%,100%,98.48%,98-99.9%
A19022039X100000,DuPage ROE,St Raphael School,272,100.00%,100%,98.53%,98-99.9%
A19022040X100000,DuPage ROE,St Scholastica School,233,100.00%,100%,98.28%,98-99.9%
A190220410021009,Glen Ellyn SD 41,Hadley Junior High School,1153,100.00%,100%,98.44%,98-99.9%
A190220410022001,Glen Ellyn SD 41,Abraham Lincoln Elem School,547,100.00%,100%,97.62%,90-97.9%
A190220410022002,Glen Ellyn SD 41,Benjamin Franklin Elem School,553,100.00%,100%,98.73%,98-99.9%
A190220410022003,Glen Ellyn SD 41,Churchill Elem School,668,100.00%,100%,96.41%,90-97.9%
A190220410022004,Glen Ellyn SD 41,Forest Glen Elem School,651,100.00%,100%,96.93%,90-97.9%
A19022041X100000,DuPage ROE,St Walter School,510,96.27%,90-97.9%,98.24%,98-99.9%
A19022042Y030000,DuPage ROE,Timothy Christian High School,365,98.90%,98-99.9%,96.44%,90-97.9%
A19022043X030000,DuPage ROE,Naperville Christian Academy,101,100.00%,100%,88.12%,<90%
A190220440021009,Lombard SD 44,Glenn Westlake Middle School,1072,99.72%,98-99.9%,98.97%,98-99.9%
A190220440022001,Lombard SD 44,Butterfield Elem School,383,99.48%,98-99.9%,97.91%,90-97.9%
A190220440022005,Lombard SD 44,Wm Hammerschmidt Elem School,422,100.00%,100%,96.92%,90-97.9%
A190220440022009,Lombard SD 44,Manor Hill Elem School,276,100.00%,100%,97.46%,90-97.9%
A190220440022010,Lombard SD 44,Park View Elem School,249,99.60%,98-99.9%,95.18%,90-97.9%
A190220440022012,Lombard SD 44,Pleasant Lane Elem School,262,100.00%,100%,97.71%,90-97.9%
A190220440022013,Lombard SD 44,Madison Elementary School,491,100.00%,100%,97.76%,90-97.9%
A190220450021006,SD 45 DuPage County,Jackson Middle School,690,98.99%,98-99.9%,98.26%,98-99.9%
A190220450021007,SD 45 DuPage County,Jefferson Middle School,456,95.39%,90-97.9%,98.90%,98-99.9%
A190220450022001,SD 45 DuPage County,Ardmore Elem School,527,99.05%,98-99.9%,97.72%,90-97.9%
A190220450022010,SD 45 DuPage County,North Elem School,409,98.29%,98-99.9%,96.58%,90-97.9%
A190220450022011,SD 45 DuPage County,Schafer Elem School,464,98.49%,98-99.9%,96.98%,90-97.9%
